"product_name","is_he","switch_type","layout","review"
"Shadow Pulse Lite",1,"White","65%","{""username"": ""CleverGamer859_11c6"", ""review_details"": ""Very frustrating experience. Several issues right out of the box. The compact layout saves so much desk space. The 65% layout is interesting.""}"
"Hyper Shift Elite","","Clear","Full","{""username"": ""GeekyPanda963_b93d"", ""review_details"": ""Definitely worth the money. Standard layout makes finding keycaps easy. The Full layout is interesting. Exceeded my expectations!""}"
"Arctic Phantom SE","","Brown",96,"{""username"": ""AngryGamer853_34a0"", ""review_details"": ""Perfect balance between size and functionality. The 96 layout is interesting. It's decent, but keep your expectations in check. Keycaps feel thin and collect fingerprints. Using the Brown switches takes some getting used to.""}"
"Hyper Byte SE",False,"Orange",96,"{""username"": ""HappyPanda432_027e"", ""review_details"": ""Had high hopes, but it fell short. Look elsewhere if you value quality. Standard layout makes finding keycaps easy. The 96 layout is interesting.""}"
"Mech Weaver XT",True,"Orange",100,"{""username"": ""GeekyCat96_6c68"", ""review_details"": ""RGB lighting is dim. Took some time to get used to the layers. The 100 layout is interesting. Spring ping is quite noticeable. I chose the Orange switches and I'm not impressed.""}"
"Stellar Core Mini","","Silent Black","100%","{""username"": ""CleverWriter781_b580"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Exceeded my expectations! Five stars!""}"
"Stellar Byte Omega",True,"Black","100%","{""username"": ""AngryTypist792_5276"", ""review_details"": ""You get what you pay for. Noticeable case ping. Standard layout makes finding keycaps easy. The 100% layout is interesting. Being able to customize the reset point is fantastic. Satisfyingly clicky sound! The Black switches are particularly good. Good for the price, but not perfect.""}"
"Stellar Forge Lite",False,"Blue","80%","{""username"": ""GeekyTypist760_e863"", ""review_details"": ""Standard layout makes finding keycaps easy. The 80% layout is interesting. Noticeable case ping. An average mechanical keyboard experience. Good entry-level option maybe.""}"
"Lunar Core Elite",True,"Blue",60,"{""username"": ""CleverBear959_f563"", ""review_details"": ""Very frustrating experience. RGB lighting is dim. Feels cheap and unreliable.""}"
"Stealth Blaze Mini 727",1,"Silver",60,"{""username"": ""WiredPanda315_9fe2"", ""review_details"": ""The Hall Effect switches are game-changing for competitive gaming. Feels cheap and unreliable. Keypresses feel inconsistent. I chose the Silver switches and I'm not impressed.""}"
"Shadow Core V2",True,"Silent Red","80%","{""username"": ""ProBear743_8fff"", ""review_details"": ""Very frustrating experience. Quite disappointed with this purchase. Switches feel scratchy. I chose the Silent Red switches and I'm not impressed. Having dedicated arrow keys is essential for me. The 80% layout is interesting. The plastic body feels a bit cheap.""}"
"Nova Blaze Mini 555",0,"Silent Black",75,"{""username"": ""ProGamer627_595a"", ""review_details"": ""Not what I expected. Perfect balance between size and functionality. The 75 layout is interesting. Would not recommend this keyboard. Keypresses feel inconsistent. I chose the Silent Black switches and I'm not impressed.""}"
"Giga Raptor V2",0,"Clear","75%","{""username"": ""SilentBear431_1f72"", ""review_details"": ""Perfect tactility for typing. The Clear switches are particularly good. It's an okay keyboard, does the job. Good entry-level option maybe.""}"
"Mech Phantom SE",1,"Silent Black",80,"{""username"": ""CleverBear740_0240"", ""review_details"": ""Really miss having a dedicated numpad. The 80 layout is interesting. Finally found my endgame keyboard. Satisfyingly clicky sound! The Silent Black switches are particularly good.""}"
"Hyper Drift Mini",0,"White",80,"{""username"": ""HappyPanda361_e5fd"", ""review_details"": ""Satisfyingly clicky sound! The White switches are particularly good. The aluminum case feels very premium. Might work for some, but not for me. Good for the price, but not perfect. The compact layout saves so much desk space. The 80 layout is interesting.""}"
"Aura Phantom Lite",0,"Jade",100,"{""username"": ""AngryBear978_8cea"", ""review_details"": ""Absolutely love this keyboard! Really miss having a dedicated numpad. The 100 layout is interesting. My new daily driver. RGB lighting is vibrant and customizable. Linear switches are great for gaming. The Jade switches are particularly good.""}"
"Stellar Byte Omega",1,"White","80%","{""username"": ""SilentGamer180_2452"", ""review_details"": ""Mixed feelings about this one. Perfect balance between size and functionality. The 80% layout is interesting. Keypresses feel inconsistent. I chose the White switches and I'm not impressed.""}"
"Lunar Core XT",0,"Blue","100%","{""username"": ""SleepyBear457_f383"", ""review_details"": ""Not what I expected. Returning this immediately. Noticeable case ping.""}"
"Stealth Core Alpha",0,"Silent Red","100%","{""username"": ""SwiftWriter802_e576"", ""review_details"": ""Really miss having a dedicated numpad. The 100% layout is interesting. It's an okay keyboard, does the job. Good entry-level option maybe.""}"
"Quantum Raptor V2","","Navy","75%","{""username"": ""CasualCoder151_b5e2"", ""review_details"": ""Would not recommend this keyboard. Several issues right out of the box. Accidentally actuating keys too often. I chose the Navy switches and I'm not impressed. Perfect balance between size and functionality. The 75% layout is interesting.""}"
"Lunar Striker Omega","","Black","100%","{""username"": ""AngryBear975_6e2c"", ""review_details"": ""Non-detachable cable is inconvenient. Switches feel scratchy. I chose the Black switches and I'm not impressed. Really miss having a dedicated numpad. The 100% layout is interesting. Regretting this buy. Very frustrating experience.""}"
"Aura Raptor SE",0,"Orange","80%","{""username"": ""SilentNinja521_6d88"", ""review_details"": ""Regretting this buy. Really miss having a dedicated numpad. The 80% layout is interesting. Save your money. Too loud for an office environment. I chose the Orange switches and I'm not impressed.""}"
"Cyber Phantom Alpha",1,"Silent Red","TKL","{""username"": ""SilentDev629_9be8"", ""review_details"": ""Good for the price, but not perfect. Good entry-level option maybe. The switches feel incredibly smooth. The Silent Red switches are particularly good. The Hall Effect switches are game-changing for competitive gaming. RGB lighting is vibrant and customizable. Took some time to get used to the layers. The TKL layout is interesting.""}"
"Lunar Pulse Pro",1,"Navy","96%","{""username"": ""SilentPanda528_3051"", ""review_details"": ""The compact layout saves so much desk space. The 96% layout is interesting. Stabilizers are surprisingly good, minimal rattle. The switches feel incredibly smooth. The Navy switches are particularly good. Wouldn't hesitate to buy again. A joy to type on every day.""}"
"Quantum Core V2",False,"Blue","60%","{""username"": ""CasualDev779_e31c"", ""review_details"": ""It's an okay keyboard, does the job. The plastic body feels a bit cheap. It's decent, but keep your expectations in check. Low actuation force is comfortable. The Blue switches are particularly good.""}"
"Nova Raptor Air",True,"Silent Red","60%","{""username"": ""CleverBear966_7d98"", ""review_details"": ""Keycaps have a nice texture. Keypresses feel inconsistent. I chose the Silent Red switches and I'm not impressed. You get what you pay for. Good for the price, but not perfect.""}"
"Quantum Core Mini",False,"Jade","75%","{""username"": ""WiredDev101_0fe9"", ""review_details"": ""Save your money. Quite disappointed with this purchase. Mushy feeling, lacks crispness. I chose the Jade switches and I'm not impressed. Non-detachable cable is inconvenient. Really miss having a dedicated numpad. The 75% layout is interesting.""}"
"Stealth Drift Alpha 239",1,"Brown","60%","{""username"": ""CasualWriter463_e57a"", ""review_details"": ""Braided cable is a nice touch. Consistent keypresses across the board. The Brown switches are particularly good. Solid build quality and performance. Wouldn't hesitate to buy again. Took some time to get used to the layers. The 60% layout is interesting.""}"
"Stealth Shift Air",0,"Brown","100%","{""username"": ""CasualDev724_d548"", ""review_details"": ""Too loud for an office environment. I chose the Brown switches and I'm not impressed. Standard layout makes finding keycaps easy. The 100% layout is interesting. Quite disappointed with this purchase.""}"
"Stealth Forge Lite",0,"Silver","65%","{""username"": ""SleepyGamer546_8499"", ""review_details"": ""It's decent, but keep your expectations in check. Using the Silver switches takes some getting used to. Took some time to get used to the layers. The 65% layout is interesting.""}"
"Aura Striker V2 667",False,"Clear","80%","{""username"": ""CleverCat768_c342"", ""review_details"": ""Spring ping is quite noticeable. I chose the Clear switches and I'm not impressed. Might work for some, but not for me. Perfect balance between size and functionality. The 80% layout is interesting.""}"
"Shadow Forge XT","","Silver","75%","{""username"": ""CleverTypist930_b3ac"", ""review_details"": ""Accidentally actuating keys too often. I chose the Silver switches and I'm not impressed. Feels cheap and unreliable. Non-detachable cable is inconvenient. Returning this immediately. Took some time to get used to the layers. The 75% layout is interesting.""}"
"Stellar Drift X",False,"Green",100,"{""username"": ""SilentCoder666_f616"", ""review_details"": ""Would not recommend this keyboard. Took some time to get used to the layers. The 100 layout is interesting. Quite disappointed with this purchase. Mushy feeling, lacks crispness. I chose the Green switches and I'm not impressed.""}"
"Arctic Core Omega","","Blue","60%","{""username"": ""SleepyTypist615_173e"", ""review_details"": ""Solid build quality and performance. The aluminum case feels very premium. Consistent keypresses across the board. The Blue switches are particularly good.""}"
"Stealth Core XT",True,"Yellow","60%","{""username"": ""ProFox653_a40e"", ""review_details"": ""Standard layout makes finding keycaps easy. The 60% layout is interesting. Keycaps feel thin and collect fingerprints. Being able to customize the reset point is fantastic. Mushy feeling, lacks crispness. I chose the Yellow switches and I'm not impressed. Feels cheap and unreliable. One star.""}"
"Lunar Forge Air",True,"Black",65,"{""username"": ""AngryCat105_7dfb"", ""review_details"": ""Took some time to get used to the layers. The 65 layout is interesting. Being able to customize the reset point is fantastic. Too loud for an office environment. I chose the Black switches and I'm not impressed.""}"
